Date, Australian Dollar into Sterling , Canadian Dollar into Sterling , Japanese Yen into Sterling , Saudi Riyal into Sterling , US $ into Sterling 
07/11/2013, 1.6979 , 1.6764 , 158.9295 , 6.0183 , 1.6047 
08/11/2013, 1.7065 , 1.6779 , 158.4785 , 5.9988 , 1.5995 
11/11/2013, 1.7060 , 1.6727 , 158.5161 , 5.9905 , 1.5973 
12/11/2013, 1.7095 , 1.6712 , 158.5533 , 5.9733 , 1.5927 
13/11/2013, 1.7195 , 1.6755 , 158.9367 , 5.9961 , 1.5988 
14/11/2013, 1.7259 , 1.6903 , 160.8234 , 6.0351 , 1.6092 
15/11/2013, 1.7189 , 1.6832 , 161.3867 , 6.0351 , 1.6092 
18/11/2013, 1.7147 , 1.6801 , 161.1783 , 6.0430 , 1.6113 
19/11/2013, 1.7098 , 1.6824 , 161.3521 , 6.0393 , 1.6103 
20/11/2013, 1.7209 , 1.6894 , 161.6006 , 6.0655 , 1.6173 
21/11/2013, 1.7453 , 1.6976 , 163.1695 , 6.0565 , 1.6149 
22/11/2013, 1.7666 , 1.7044 , 163.8832 , 6.0704 , 1.6186 
25/11/2013, 1.7645 , 1.7059 , 164.2862 , 6.0584 , 1.6154 
26/11/2013, 1.7731 , 1.7056 , 164.0753 , 6.0685 , 1.6181 
27/11/2013, 1.7914 , 1.7232 , 166.2044 , 6.1045 , 1.6277 
28/11/2013, 1.7978 , 1.7305 , 167.0990 , 6.1308 , 1.6347 
29/11/2013, 1.7930 , 1.7345 , 167.6964 , 6.1443 , 1.6383 
02/12/2013, 1.7963 , 1.7412 , 168.5413 , 6.1380 , 1.6368 
03/12/2013, 1.7968 , 1.7489 , 168.1614 , 6.1562 , 1.6414 
04/12/2013, 1.8128 , 1.7473 , 167.7875 , 6.1300 , 1.6344 
05/12/2013, 1.8062 , 1.7377 , 166.5721 , 6.1214 , 1.6321 
06/12/2013, 1.7973 , 1.7388 , 167.9556 , 6.1337 , 1.6354 
09/12/2013, 1.8026 , 1.7460 , 168.9664 , 6.1461 , 1.6387 
10/12/2013, 1.7971 , 1.7447 , 169.0010 , 6.1611 , 1.6427 
11/12/2013, 1.8061 , 1.7372 , 167.7168 , 6.1394 , 1.6369 
12/12/2013, 1.8275 , 1.7363 , 168.1638 , 6.1229 , 1.6325 
13/12/2013, 1.8175 , 1.7272 , 167.8707 , 6.1045 , 1.6276 
16/12/2013, 1.8189 , 1.7241 , 167.8960 , 6.1129 , 1.6299 
17/12/2013, 1.8270 , 1.7221 , 166.8216 , 6.0917 , 1.6242 
18/12/2013, 1.8455 , 1.7479 , 169.1818 , 6.1480 , 1.6392 
19/12/2013, 1.8485 , 1.7488 , 170.5724 , 6.1375 , 1.6365 
20/12/2013, 1.8349 , 1.7468 , 170.2496 , 6.1342 , 1.6356 
23/12/2013, 1.8296 , 1.7330 , 170.1128 , 6.1345 , 1.6357 
24/12/2013, 1.8333 , 1.7365 , 170.6184 , 6.1357 , 1.6360 
27/12/2013, 1.8549 , 1.7639 , 173.1375 , 6.1861 , 1.6494 
30/12/2013, 1.8542 , 1.7619 , 173.5621 , 6.1977 , 1.6525 
31/12/2013, 1.8484 , 1.7576 , 173.4779 , 6.1988 , 1.6528 
02/01/2014, 1.8409 , 1.7487 , 172.6378 , 6.1647 , 1.6437 
03/01/2014, 1.8308 , 1.7467 , 171.7905 , 6.1673 , 1.6444 
06/01/2014, 1.8312 , 1.7515 , 171.5442 , 6.1549 , 1.6411 
07/01/2014, 1.8392 , 1.7621 , 171.6215 , 6.1501 , 1.6398 
08/01/2014, 1.8443 , 1.7784 , 172.6550 , 6.1771 , 1.6470 
09/01/2014, 1.8527 , 1.7879 , 172.5158 , 6.1744 , 1.6463 
10/01/2014, 1.8382 , 1.8005 , 171.6913 , 6.1827 , 1.6485 
13/01/2014, 1.8093 , 1.7798 , 169.3347 , 6.1443 , 1.6383 
14/01/2014, 1.8295 , 1.7999 , 170.5256 , 6.1732 , 1.6460 
15/01/2014, 1.8321 , 1.7887 , 170.8084 , 6.1321 , 1.6350 
16/01/2014, 1.8559 , 1.7859 , 170.3803 , 6.1302 , 1.6345 
17/01/2014, 1.8717 , 1.8004 , 171.4720 , 6.1677 , 1.6445 
20/01/2014, 1.8658 , 1.8015 , 170.8605 , 6.1585 , 1.6421 
21/01/2014, 1.8701 , 1.8076 , 171.7031 , 6.1747 , 1.6464 
22/01/2014, 1.8716 , 1.8325 , 172.8674 , 6.2189 , 1.6582 
23/01/2014, 1.8935 , 1.8504 , 172.3969 , 6.2373 , 1.6631 
24/01/2014, 1.8922 , 1.8271 , 168.9145 , 6.1889 , 1.6502 
27/01/2014, 1.8946 , 1.8331 , 169.7841 , 6.2159 , 1.6574 
28/01/2014, 1.8905 , 1.8527 , 170.4772 , 6.2202 , 1.6585 
29/01/2014, 1.8911 , 1.8458 , 169.2340 , 6.2075 , 1.6551 
30/01/2014, 1.8833 , 1.8446 , 169.4675 , 6.1876 , 1.6498 
31/01/2014, 1.8837 , 1.8325 , 167.6206 , 6.1638 , 1.6435 
03/02/2014, 1.8536 , 1.8053 , 165.3615 , 6.1252 , 1.6332 
04/02/2014, 1.8318 , 1.8059 , 165.2414 , 6.1118 , 1.6296 
05/02/2014, 1.8284 , 1.8101 , 165.0004 , 6.1152 , 1.6306 
06/02/2014, 1.8218 , 1.8060 , 166.2864 , 6.1227 , 1.6325 
07/02/2014, 1.8311 , 1.8047 , 167.5795 , 6.1486 , 1.6394 
10/02/2014, 1.8338 , 1.8115 , 167.2924 , 6.1499 , 1.6398 
11/02/2014, 1.8249 , 1.8205 , 168.7632 , 6.1822 , 1.6484 
12/02/2014, 1.8358 , 1.8225 , 170.0626 , 6.2200 , 1.6585 
13/02/2014, 1.8519 , 1.8276 , 169.9534 , 6.2393 , 1.6636 
14/02/2014, 1.8553 , 1.8368 , 170.4591 , 6.2755 , 1.6733 
17/02/2014, 1.8514 , 1.8332 , 170.2851 , 6.2673 , 1.6711 
18/02/2014, 1.8488 , 1.8294 , 170.9207 , 6.2624 , 1.6698 
19/02/2014, 1.8503 , 1.8447 , 170.8338 , 6.2684 , 1.6714 
20/02/2014, 1.8548 , 1.8439 , 170.4280 , 6.2474 , 1.6658 
21/02/2014, 1.8619 , 1.8567 , 171.3152 , 6.2583 , 1.6686 
24/02/2014, 1.8442 , 1.8414 , 170.3846 , 6.2373 , 1.6631 
25/02/2014, 1.8480 , 1.8480 , 170.4400 , 6.2564 , 1.6682 
26/02/2014, 1.8568 , 1.8485 , 170.2041 , 6.2410 , 1.6641 
27/02/2014, 1.8618 , 1.8583 , 170.1942 , 6.2523 , 1.6671 
28/02/2014, 1.8726 , 1.8549 , 171.0321 , 6.2849 , 1.6758 
03/03/2014, 1.8714 , 1.8524 , 169.5605 , 6.2695 , 1.6717 
04/03/2014, 1.8635 , 1.8524 , 170.2813 , 6.2530 , 1.6673 
05/03/2014, 1.8628 , 1.8507 , 171.1981 , 6.2744 , 1.6730 
06/03/2014, 1.8422 , 1.8330 , 172.3291 , 6.2699 , 1.6718 
07/03/2014, 1.8420 , 1.8516 , 172.7717 , 6.2714 , 1.6722 
10/03/2014, 1.8438 , 1.8471 , 171.7025 , 6.2380 , 1.6633 
11/03/2014, 1.8435 , 1.8435 , 171.5843 , 6.2362 , 1.6628 
12/03/2014, 1.8509 , 1.8484 , 170.6100 , 6.2279 , 1.6606 
13/03/2014, 1.8411 , 1.8445 , 170.3055 , 6.2545 , 1.6677 
14/03/2014, 1.8395 , 1.8438 , 168.7178 , 6.2365 , 1.6629 
17/03/2014, 1.8306 , 1.8397 , 169.1530 , 6.2422 , 1.6644 
18/03/2014, 1.8145 , 1.8377 , 167.9941 , 6.2159 , 1.6574 
19/03/2014, 1.8267 , 1.8587 , 168.8573 , 6.2362 , 1.6628 
20/03/2014, 1.8261 , 1.8577 , 169.0624 , 6.1919 , 1.6510 
21/03/2014, 1.8143 , 1.8462 , 168.8491 , 6.1859 , 1.6494 
24/03/2014, 1.8074 , 1.8499 , 168.5670 , 6.1840 , 1.6489 
25/03/2014, 1.8045 , 1.8449 , 168.8894 , 6.1904 , 1.6506 
26/03/2014, 1.7955 , 1.8457 , 169.4765 , 6.2125 , 1.6565 
27/03/2014, 1.7944 , 1.8372 , 169.6481 , 6.2298 , 1.6611 
28/03/2014, 1.8004 , 1.8409 , 171.2343 , 6.2392 , 1.6636 
31/03/2014, 1.7988 , 1.8402 , 171.6986 , 6.2530 , 1.6673 
01/04/2014, 1.7993 , 1.8350 , 172.2991 , 6.2392 , 1.6636 
02/04/2014, 1.7999 , 1.8363 , 172.5382 , 6.2388 , 1.6635 
03/04/2014, 1.7966 , 1.8288 , 172.3120 , 6.2204 , 1.6586 
04/04/2014, 1.7846 , 1.8204 , 171.8392 , 6.2219 , 1.6590 
07/04/2014, 1.7917 , 1.8236 , 171.3092 , 6.2298 , 1.6611 
08/04/2014, 1.7942 , 1.8308 , 171.0240 , 6.2815 , 1.6749 
09/04/2014, 1.7905 , 1.8285 , 170.5784 , 6.2810 , 1.6748 
10/04/2014, 1.7814 , 1.8307 , 170.2998 , 6.2911 , 1.6775 
11/04/2014, 1.7781 , 1.8315 , 169.9355 , 6.2710 , 1.6721 
14/04/2014, 1.7777 , 1.8340 , 170.4460 , 6.2763 , 1.6735 
15/04/2014, 1.7882 , 1.8368 , 170.0605 , 6.2744 , 1.6730 
16/04/2014, 1.7922 , 1.8495 , 171.7216 , 6.2973 , 1.6791 
17/04/2014, 1.7994 , 1.8472 , 171.8786 , 6.3037 , 1.6808 
22/04/2014, 1.7964 , 1.8569 , 172.6040 , 6.3093 , 1.6823 
23/04/2014, 1.8063 , 1.8527 , 171.7834 , 6.2928 , 1.6779 
24/04/2014, 1.8127 , 1.8524 , 171.7632 , 6.3008 , 1.6800 
25/04/2014, 1.8113 , 1.8543 , 171.5226 , 6.3050 , 1.6811 
28/04/2014, 1.8144 , 1.8533 , 172.4230 , 6.3035 , 1.6807 
29/04/2014, 1.8173 , 1.8472 , 172.7250 , 6.3170 , 1.6843 
30/04/2014, 1.8225 , 1.8530 , 172.4803 , 6.3327 , 1.6885 
01/05/2014, 1.8222 , 1.8544 , 172.7852 , 6.3365 , 1.6895 
02/05/2014, 1.8212 , 1.8507 , 172.5331 , 6.3278 , 1.6872 
06/05/2014, 1.8165 , 1.8511 , 172.5538 , 6.3730 , 1.6992 
07/05/2014, 1.8177 , 1.8495 , 172.5340 , 6.3627 , 1.6965 
08/05/2014, 1.8089 , 1.8421 , 172.2425 , 6.3584 , 1.6953 
09/05/2014, 1.8014 , 1.8365 , 171.2898 , 6.3164 , 1.6841 
12/05/2014, 1.8028 , 1.8385 , 172.2800 , 6.3278 , 1.6872 
13/05/2014, 1.7985 , 1.8360 , 172.1349 , 6.3151 , 1.6838 
14/05/2014, 1.7901 , 1.8297 , 170.7899 , 6.2920 , 1.6777 
15/05/2014, 1.7963 , 1.8270 , 170.5868 , 6.2990 , 1.6795 
16/05/2014, 1.7972 , 1.8312 , 170.7470 , 6.3114 , 1.6829 
19/05/2014, 1.7997 , 1.8267 , 170.2388 , 6.3111 , 1.6827 
20/05/2014, 1.8178 , 1.8362 , 170.7443 , 6.3186 , 1.6847 
21/05/2014, 1.8312 , 1.8456 , 171.2948 , 6.3303 , 1.6878 
22/05/2014, 1.8258 , 1.8385 , 171.4055 , 6.3231 , 1.6859 
23/05/2014, 1.8221 , 1.8326 , 171.4852 , 6.3168 , 1.6842 
27/05/2014, 1.8171 , 1.8267 , 171.5082 , 6.3021 , 1.6803 
28/05/2014, 1.8121 , 1.8148 , 170.0003 , 6.2656 , 1.6706 
29/05/2014, 1.7995 , 1.8117 , 169.7343 , 6.2695 , 1.6716 
30/05/2014, 1.8021 , 1.8215 , 170.6419 , 6.2914 , 1.6774 
02/06/2014, 1.8106 , 1.8257 , 171.2063 , 6.2849 , 1.6757 
03/06/2014, 1.8089 , 1.8261 , 171.4473 , 6.2778 , 1.6738 
04/06/2014, 1.8073 , 1.8339 , 171.9631 , 6.2838 , 1.6754 
05/06/2014, 1.8040 , 1.8396 , 172.0508 , 6.2982 , 1.6792 
06/06/2014, 1.7992 , 1.8355 , 172.1982 , 6.2974 , 1.6790 
09/06/2014, 1.7979 , 1.8316 , 172.2393 , 6.2988 , 1.6794 
10/06/2014, 1.7903 , 1.8296 , 171.6494 , 6.2864 , 1.6761 
11/06/2014, 1.7879 , 1.8254 , 171.0865 , 6.2967 , 1.6788 
12/06/2014, 1.7869 , 1.8277 , 171.4684 , 6.3168 , 1.6842 
13/06/2014, 1.8055 , 1.8437 , 173.1379 , 6.3614 , 1.6961 
16/06/2014, 1.8076 , 1.8432 , 173.0704 , 6.3709 , 1.6986 
17/06/2014, 1.8174 , 1.8427 , 173.3723 , 6.3646 , 1.6969 
18/06/2014, 1.8138 , 1.8419 , 173.0149 , 6.3535 , 1.6939 
19/06/2014, 1.8128 , 1.8476 , 173.6370 , 6.3972 , 1.7055 
20/06/2014, 1.8139 , 1.8333 , 173.8389 , 6.3833 , 1.7018 
23/06/2014, 1.8049 , 1.8261 , 173.2945 , 6.3794 , 1.7008 
24/06/2014, 1.8093 , 1.8229 , 173.3418 , 6.3653 , 1.6971 
25/06/2014, 1.8086 , 1.8214 , 172.8836 , 6.3692 , 1.6981 
26/06/2014, 1.8093 , 1.8225 , 172.7061 , 6.3785 , 1.7007 
27/06/2014, 1.8068 , 1.8173 , 172.4912 , 6.3817 , 1.7016 
30/06/2014, 1.8113 , 1.8210 , 173.1926 , 6.4122 , 1.7097 
01/07/2014, 1.8074 , 1.8266 , 174.0021 , 6.4276 , 1.7138 
02/07/2014, 1.8193 , 1.8312 , 174.7117 , 6.4392 , 1.7169 
03/07/2014, 1.8309 , 1.8252 , 175.1843 , 6.4295 , 1.7143 
04/07/2014, 1.8321 , 1.8233 , 175.0296 , 6.4314 , 1.7148 
07/07/2014, 1.8275 , 1.8272 , 174.4589 , 6.4242 , 1.7129 
08/07/2014, 1.8211 , 1.8265 , 173.8536 , 6.4207 , 1.7120 
09/07/2014, 1.8222 , 1.8250 , 174.2763 , 6.4273 , 1.7138 
10/07/2014, 1.8232 , 1.8251 , 173.3173 , 6.4173 , 1.7111 
11/07/2014, 1.8230 , 1.8332 , 173.2433 , 6.4138 , 1.7102 
14/07/2014, 1.8191 , 1.8331 , 173.5730 , 6.4089 , 1.7089 
15/07/2014, 1.8303 , 1.8441 , 174.3443 , 6.4291 , 1.7143 
16/07/2014, 1.8308 , 1.8443 , 174.2827 , 6.4288 , 1.7142 
17/07/2014, 1.8237 , 1.8393 , 173.5896 , 6.4109 , 1.7094 
18/07/2014, 1.8193 , 1.8332 , 173.0423 , 6.4008 , 1.7067 
21/07/2014, 1.8207 , 1.8345 , 172.9196 , 6.4001 , 1.7065 
22/07/2014, 1.8164 , 1.8337 , 173.1387 , 6.3974 , 1.7058 
23/07/2014, 1.8048 , 1.8307 , 173.0002 , 6.3911 , 1.7041 
24/07/2014, 1.8013 , 1.8242 , 172.7444 , 6.3661 , 1.6974 
25/07/2014, 1.8035 , 1.8308 , 172.8395 , 6.3665 , 1.6975 
28/07/2014, 1.8074 , 1.8363 , 173.0260 , 6.3760 , 1.7000 
29/07/2014, 1.8055 , 1.8369 , 173.0864 , 6.3556 , 1.6946 
30/07/2014, 1.8127 , 1.8439 , 173.7628 , 6.3395 , 1.6903 
31/07/2014, 1.8160 , 1.8381 , 173.6079 , 6.3320 , 1.6883 
01/08/2014, 1.8068 , 1.8353 , 172.5492 , 6.3153 , 1.6839 
04/08/2014, 1.8051 , 1.8388 , 172.5258 , 6.3158 , 1.6840 
05/08/2014, 1.8116 , 1.8482 , 173.5014 , 6.3275 , 1.6871 
06/08/2014, 1.8051 , 1.8404 , 172.3194 , 6.3132 , 1.6833 
07/08/2014, 1.8156 , 1.8389 , 172.1018 , 6.3170 , 1.6843 
08/08/2014, 1.8114 , 1.8438 , 171.0606 , 6.2997 , 1.6797 
11/08/2014, 1.8124 , 1.8377 , 171.4427 , 6.2971 , 1.6790 
12/08/2014, 1.8124 , 1.8386 , 171.7405 , 6.3031 , 1.6806 
13/08/2014, 1.7937 , 1.8230 , 170.8965 , 6.2611 , 1.6694 
14/08/2014, 1.7911 , 1.8199 , 170.9481 , 6.2581 , 1.6686 
15/08/2014, 1.7939 , 1.8205 , 170.7877 , 6.2580 , 1.6685 
18/08/2014, 1.7937 , 1.8203 , 171.4944 , 6.2720 , 1.6723 
19/08/2014, 1.7842 , 1.8144 , 170.8663 , 6.2324 , 1.6618 
20/08/2014, 1.7878 , 1.8221 , 171.9865 , 6.2431 , 1.6646 
21/08/2014, 1.7831 , 1.8164 , 172.2603 , 6.2245 , 1.6597 
22/08/2014, 1.7815 , 1.8154 , 172.4937 , 6.2146 , 1.6570 
26/08/2014, 1.7785 , 1.8168 , 172.4505 , 6.2172 , 1.6577 
27/08/2014, 1.7760 , 1.8068 , 172.3575 , 6.2198 , 1.6584 
28/08/2014, 1.7727 , 1.8005 , 172.0383 , 6.2189 , 1.6582 
29/08/2014, 1.7755 , 1.8018 , 172.5239 , 6.2288 , 1.6608 
01/09/2014, 1.7785 , 1.8056 , 173.2114 , 6.2315 , 1.6615 
02/09/2014, 1.7795 , 1.8036 , 173.5546 , 6.1910 , 1.6507 
03/09/2014, 1.7609 , 1.7915 , 172.6308 , 6.1705 , 1.6452 
04/09/2014, 1.7497 , 1.7782 , 172.3758 , 6.1501 , 1.6398 
05/09/2014, 1.7409 , 1.7767 , 171.1910 , 6.1212 , 1.6321 
08/09/2014, 1.7349 , 1.7635 , 170.3208 , 6.0613 , 1.6161 
09/09/2014, 1.7469 , 1.7721 , 171.0940 , 6.0404 , 1.6106 
10/09/2014, 1.7634 , 1.7706 , 172.2455 , 6.0554 , 1.6146 
11/09/2014, 1.7820 , 1.7879 , 173.4116 , 6.0889 , 1.6234 
12/09/2014, 1.7943 , 1.7969 , 174.2400 , 6.0866 , 1.6228 
15/09/2014, 1.7978 , 1.7965 , 174.0934 , 6.0889 , 1.6234 
16/09/2014, 1.7964 , 1.7884 , 173.8245 , 6.0829 , 1.6218 
17/09/2014, 1.8040 , 1.7878 , 175.4667 , 6.1225 , 1.6324 
18/09/2014, 1.8240 , 1.7933 , 178.0665 , 6.1469 , 1.6389 
19/09/2014, 1.8242 , 1.7849 , 177.7682 , 6.1180 , 1.6312 
22/09/2014, 1.8407 , 1.7981 , 177.9806 , 6.1238 , 1.6327 
23/09/2014, 1.8490 , 1.8071 , 178.0950 , 6.1361 , 1.6360 
24/09/2014, 1.8425 , 1.8126 , 177.8554 , 6.1314 , 1.6347 
25/09/2014, 1.8517 , 1.8103 , 177.4854 , 6.1235 , 1.6325 
26/09/2014, 1.8512 , 1.8114 , 177.3845 , 6.0931 , 1.6244 
29/09/2014, 1.8624 , 1.8124 , 177.6225 , 6.0924 , 1.6242 
30/09/2014, 1.8526 , 1.8114 , 177.8456 , 6.0819 , 1.6212 
01/10/2014, 1.8609 , 1.8121 , 177.5687 , 6.0786 , 1.6203 
02/10/2014, 1.8372 , 1.7978 , 174.8803 , 6.0470 , 1.6118 
03/10/2014, 1.8430 , 1.7989 , 175.1989 , 5.9885 , 1.5962 
06/10/2014, 1.8336 , 1.7907 , 174.7644 , 6.0053 , 1.6007 
07/10/2014, 1.8248 , 1.7975 , 174.2058 , 6.0339 , 1.6084 
08/10/2014, 1.8375 , 1.8002 , 174.0709 , 6.0299 , 1.6076 
09/10/2014, 1.8315 , 1.7972 , 174.4149 , 6.0627 , 1.6163 
10/10/2014, 1.8381 , 1.7941 , 172.9797 , 6.0129 , 1.6030 
13/10/2014, 1.8342 , 1.8003 , 172.3719 , 6.0231 , 1.6057 
14/10/2014, 1.8238 , 1.7881 , 170.4181 , 5.9715 , 1.5918 
15/10/2014, 1.8145 , 1.8058 , 169.3200 , 5.9800 , 1.5942 
16/10/2014, 1.8273 , 1.8067 , 169.9562 , 6.0096 , 1.6020 
17/10/2014, 1.8385 , 1.8097 , 171.6799 , 6.0383 , 1.6096 
20/10/2014, 1.8364 , 1.8183 , 172.4243 , 6.0514 , 1.6131 
21/10/2014, 1.8313 , 1.8108 , 172.1446 , 6.0526 , 1.6132 
22/10/2014, 1.8231 , 1.7992 , 172.0988 , 6.0220 , 1.6051 
23/10/2014, 1.8293 , 1.8031 , 173.3700 , 6.0152 , 1.6032 
24/10/2014, 1.8280 , 1.8055 , 173.9698 , 6.0339 , 1.6083 
27/10/2014, 1.8335 , 1.8146 , 173.7685 , 6.0531 , 1.6133 
28/10/2014, 1.8262 , 1.8058 , 174.5010 , 6.0611 , 1.6156 
29/10/2014, 1.8139 , 1.7984 , 174.5868 , 6.0585 , 1.6149 
30/10/2014, 1.8158 , 1.7943 , 174.6026 , 6.0113 , 1.6023 
31/10/2014, 1.8199 , 1.8036 , 179.3328 , 6.0025 , 1.5999 
03/11/2014, 1.8357 , 1.8073 , 182.4528 , 5.9937 , 1.5978 
04/11/2014, 1.8345 , 1.8252 , 181.3546 , 6.0067 , 1.6008 
05/11/2014, 1.8592 , 1.8192 , 182.9412 , 5.9944 , 1.5976 
06/11/2014, 1.8511 , 1.8150 , 182.4392 , 5.9663 , 1.5903 
07/11/2014, 1.8400 , 1.7985 , 182.1585 , 5.9447 , 1.5844 
10/11/2014, 1.8365 , 1.7969 , 181.9610 , 5.9551 , 1.5871 
11/11/2014, 1.8331 , 1.8000 , 183.8252 , 5.9560 , 1.5873 
12/11/2014, 1.8125 , 1.7893 , 182.2825 , 5.9394 , 1.5830 
13/11/2014, 1.8005 , 1.7845 , 182.2113 , 5.9041 , 1.5735 
14/11/2014, 1.7924 , 1.7708 , 182.2759 , 5.8708 , 1.5646 
17/11/2014, 1.7963 , 1.7705 , 182.2326 , 5.8715 , 1.5649 
18/11/2014, 1.7919 , 1.7685 , 182.4676 , 5.8700 , 1.5645 
19/11/2014, 1.8158 , 1.7763 , 184.4006 , 5.8783 , 1.5667 
20/11/2014, 1.8211 , 1.7748 , 185.5152 , 5.8915 , 1.5703 
21/11/2014, 1.8056 , 1.7603 , 184.3419 , 5.8822 , 1.5678 
24/11/2014, 1.8220 , 1.7703 , 185.8643 , 5.8896 , 1.5698 
25/11/2014, 1.8417 , 1.7698 , 185.3466 , 5.9006 , 1.5726 
26/11/2014, 1.8495 , 1.7742 , 185.6309 , 5.9263 , 1.5793 
27/11/2014, 1.8392 , 1.7808 , 185.2641 , 5.8999 , 1.5723 
28/11/2014, 1.8343 , 1.7857 , 185.9041 , 5.8785 , 1.5663 
01/12/2014, 1.8512 , 1.7893 , 186.0227 , 5.9009 , 1.5722 
02/12/2014, 1.8506 , 1.7826 , 186.4623 , 5.8742 , 1.5652 
03/12/2014, 1.8648 , 1.7850 , 187.9903 , 5.8974 , 1.5713 
04/12/2014, 1.8690 , 1.7860 , 187.9761 , 5.8930 , 1.5700 
05/12/2014, 1.8713 , 1.7817 , 189.3025 , 5.8523 , 1.5592 
08/12/2014, 1.8794 , 1.7896 , 188.8927 , 5.8619 , 1.5620 
09/12/2014, 1.8785 , 1.7924 , 186.6915 , 5.8882 , 1.5691 
10/12/2014, 1.8893 , 1.8001 , 186.4133 , 5.8892 , 1.5694 
11/12/2014, 1.9019 , 1.8100 , 187.4969 , 5.8921 , 1.5698 
12/12/2014, 1.9035 , 1.8124 , 186.1078 , 5.8927 , 1.5700 
15/12/2014, 1.9018 , 1.8150 , 184.8541 , 5.8602 , 1.5614 
16/12/2014, 1.9144 , 1.8299 , 184.3439 , 5.9036 , 1.5729 
17/12/2014, 1.9154 , 1.8240 , 183.6645 , 5.8724 , 1.5643 
18/12/2014, 1.9162 , 1.8142 , 185.8101 , 5.8687 , 1.5634 
19/12/2014, 1.9192 , 1.8140 , 186.7803 , 5.8708 , 1.5638 
22/12/2014, 1.9193 , 1.8192 , 187.4386 , 5.8671 , 1.5629 
23/12/2014, 1.9163 , 1.8023 , 187.3505 , 5.8256 , 1.5522 
24/12/2014, 1.9161 , 1.8035 , 187.1843 , 5.8336 , 1.5543 
29/12/2014, 1.9059 , 1.8051 , 187.2487 , 5.8282 , 1.5529 
30/12/2014, 1.8980 , 1.8056 , 185.7553 , 5.8392 , 1.5560 
31/12/2014, 1.9018 , 1.8074 , 186.2503 , 5.8571 , 1.5608 
02/01/2015, 1.8937 , 1.8024 , 184.9638 , 5.7774 , 1.5388 
05/01/2015, 1.8819 , 1.7966 , 182.2552 , 5.7208 , 1.5240 
06/01/2015, 1.8696 , 1.7885 , 180.0831 , 5.6935 , 1.5170 
07/01/2015, 1.8735 , 1.7872 , 179.9275 , 5.6545 , 1.5063 
08/01/2015, 1.8601 , 1.7831 , 180.5014 , 5.6630 , 1.5082 
09/01/2015, 1.8500 , 1.7956 , 180.0643 , 5.6878 , 1.5148 
12/01/2015, 1.8550 , 1.8061 , 179.6005 , 5.6814 , 1.5137 
13/01/2015, 1.8612 , 1.8106 , 179.8356 , 5.6960 , 1.5176 
14/01/2015, 1.8646 , 1.8193 , 177.8400 , 5.7096 , 1.5213 
15/01/2015, 1.8435 , 1.8074 , 177.2988 , 5.6933 , 1.5168 
16/01/2015, 1.8428 , 1.8096 , 177.8044 , 5.6743 , 1.5113 
19/01/2015, 1.8443 , 1.8127 , 178.1520 , 5.6923 , 1.5158 
20/01/2015, 1.8580 , 1.8369 , 179.8176 , 5.7063 , 1.5195 
21/01/2015, 1.8550 , 1.8572 , 177.9909 , 5.6789 , 1.5116 
22/01/2015, 1.8604 , 1.8601 , 177.9092 , 5.6675 , 1.5086 
23/01/2015, 1.8908 , 1.8635 , 177.0664 , 5.6505 , 1.5026 
26/01/2015, 1.8992 , 1.8716 , 178.2339 , 5.6559 , 1.5051 
27/01/2015, 1.9119 , 1.8842 , 178.6435 , 5.7171 , 1.5205 
28/01/2015, 1.9067 , 1.8890 , 178.7024 , 5.7065 , 1.5179 
29/01/2015, 1.9359 , 1.8953 , 178.0141 , 5.6697 , 1.5077 
30/01/2015, 1.9276 , 1.9037 , 176.3864 , 5.6472 , 1.5018 
02/02/2015, 1.9229 , 1.8925 , 176.3004 , 5.6464 , 1.5035 
03/02/2015, 1.9657 , 1.8876 , 177.6348 , 5.6727 , 1.5114 
04/02/2015, 1.9635 , 1.9125 , 178.8219 , 5.7106 , 1.5215 
05/02/2015, 1.9580 , 1.8990 , 179.5646 , 5.7371 , 1.5286 
06/02/2015, 1.9558 , 1.9069 , 181.7164 , 5.7294 , 1.5269 
09/02/2015, 1.9486 , 1.8994 , 180.7007 , 5.7177 , 1.5240 
10/02/2015, 1.9614 , 1.9104 , 182.0060 , 5.7252 , 1.5260 
11/02/2015, 1.9790 , 1.9318 , 183.7568 , 5.7270 , 1.5266 
12/02/2015, 1.9918 , 1.9215 , 182.8043 , 5.7639 , 1.5363 
13/02/2015, 1.9798 , 1.9166 , 182.6687 , 5.7755 , 1.5393 
16/02/2015, 1.9780 , 1.9198 , 182.2258 , 5.7696 , 1.5379 
17/02/2015, 1.9656 , 1.9058 , 182.4831 , 5.7531 , 1.5336 
18/02/2015, 1.9819 , 1.9205 , 184.0510 , 5.7949 , 1.5447 
19/02/2015, 1.9811 , 1.9322 , 183.7395 , 5.7921 , 1.5439 
20/02/2015, 1.9627 , 1.9236 , 182.5509 , 5.7674 , 1.5374 
23/02/2015, 1.9794 , 1.9435 , 183.6886 , 5.7948 , 1.5449 
24/02/2015, 1.9774 , 1.9452 , 184.2713 , 5.7981 , 1.5459 
25/02/2015, 1.9632 , 1.9270 , 184.0749 , 5.8088 , 1.5488 
26/02/2015, 1.9693 , 1.9246 , 183.9338 , 5.7794 , 1.5410 
27/02/2015, 1.9736 , 1.9292 , 184.6858 , 5.7946 , 1.5451 
